Company,Date,total_score,env_score,soc_score,gov_score,orga_score,policy_score,practice_score,practice_self_score,practice_ext_score,practice_cert_score,sust_policy_score,landbank_score,cert_standards_score,def_biodiv_score,hcv_hcs_score,soils_fire_score,water_chemicals_score,community_land_labour_score,smallholders_suppliers_score,gov_grievance_score,Parent company,Subsidiaries,Bloomberg ticker,Thomson Reuters ticker,Sedol,RSPO Member,Location,Sustainability Report,SR Year
SAF (Société d'Aménagement et d'Exploitation des Forêts),Aug-23,1,1.43,1.77,1.06,4.76,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,,Groupe Sunly/Sunry,Private company,Private company,,,Gabon,,
SAF (Société d'Aménagement et d'Exploitation des Forêts),Aug-22,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,Groupe Sunly/Sunry,Private company,Private company,,,Gabon,,
SAF (Société d'Aménagement et d'Exploitation des Forêts),Jun-21,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,Groupe Sunly/Sunry,Private company,Private company,,,Gabon,,
SAF (Société d'Aménagement et d'Exploitation des Forêts),Jul-20,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,Groupe Sunly/Sunry,Private company,Private company,,,Gabon,,
SAF (Société d'Aménagement et d'Exploitation des Forêts),Jul-19,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,Groupe Sunly/Sunry,Private company,Private company,,,Gabon,,
Samling Group,Aug-23,60.4,55.9,64.09,55.46,77.27,61.18,48.83,18.91,9.37,20.56,75,69.6,28,51.4,50,53.9,59.7,71.8,45,71.4,,"Lingui Developments Bhd, Barama Company Ltd",Private company,Private company,,,"Malaysia (Sarawak), Guyana (Georgetown), China, Russia",https://www.samling.com/sites/default/files/Sustainability%20Report%202021.pdf,2021
Samling Group,Aug-22,58.3,53.91,62.11,52.11,73.44,60.67,45.98,16.26,8.8,20.93,-,-,-,-,-,-,-,-,-,-,,"Lingui Developments Bhd, Barama Company Ltd",Private company,Private company,,,"Malaysia (Sarawak), Guyana (Georgetown), China, Russia",https://www.samling.com/sites/default/files/Sustainability%20Report%202021.pdf,2021
Samling Group,Jun-21,56.9,50.96,58.8,43.19,67.24,65.75,38.6,14.38,6.73,17.48,-,-,-,-,-,-,-,-,-,-,,"Lingui Developments Bhd, Barama Company Ltd",Private company,Private company,,,"Malaysia (Sarawak), Guyana (Georgetown), China, Russia",https://www.samling.com/sites/default/files/Sustainability%20Report%202021.pdf,2021
Samling Group,Jul-20,50.5,46.85,57.14,35.42,65.52,53.42,37.75,13.73,13.24,10.78,-,-,-,-,-,-,-,-,-,-,,"Lingui Developments Bhd, Barama Company Ltd",Private company,Private company,,,"Malaysia (Sarawak), Guyana (Georgetown), China, Russia",https://www.samling.com/sites/default/files/Sustainability%20Report%202021.pdf,2021
Samling Group,Jul-19,16.1,12.5,17.47,5.41,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Lingui Developments Bhd, Barama Company Ltd",Private company,Private company,,,"Malaysia (Sarawak), Guyana (Georgetown), China, Russia",https://www.samling.com/sites/default/files/Sustainability%20Report%202021.pdf,2021
Samling Group,Jul-18,20.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Lingui Developments Bhd, Barama Company Ltd",Private company,Private company,,,"Malaysia (Sarawak), Guyana (Georgetown), China, Russia",https://www.samling.com/sites/default/files/Sustainability%20Report%202021.pdf,2021
Samling Group,Nov-17,18.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Lingui Developments Bhd, Barama Company Ltd",Private company,Private company,,,"Malaysia (Sarawak), Guyana (Georgetown), China, Russia",https://www.samling.com/sites/default/files/Sustainability%20Report%202021.pdf,2021
SEFECCAM - SIENCAM,Aug-23,6,5.45,7.66,17.09,5.17,0.74,12.27,0,12.27,0,6.3,23.6,0,0,12.5,0,0,3.5,0,22.2,,,Private company,Private company,,,Cameroon,,
SEFECCAM - SIENCAM,Aug-22,6,5.54,7.63,16.67,5.56,0.75,11.97,0,11.97,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Cameroon,,
SEFECCAM - SIENCAM,Jun-21,4.5,4.21,5.69,13.78,4.55,0,9.57,0,9.57,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Cameroon,,
SEFECCAM - SIENCAM,Jul-20,3,2.66,3.51,8.97,4.05,0,6.09,6.09,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Cameroon,,
SEFECCAM - SIENCAM,Jul-19,3.7,3.5,3.98,2.5,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Cameroon,,
SEFYD (远东木业刚果（布）有限公司),Aug-23,4.1,3.98,5.34,13.98,6.41,0,7.35,0,7.35,0,0,18.9,0,0,7.4,0,0,1.5,0,11.1,,,Private company,Private company,,,Republic of Congo (Brazzaville),,
SEFYD (远东木业刚果（布）有限公司),Aug-22,3.8,2.87,4.24,14.93,2.63,0,8.63,0,8.63,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Republic of Congo (Brazzaville),,
SEFYD (远东木业刚果（布）有限公司),Jun-21,2.1,1.7,2.04,7.47,0,0,5.6,0,5.6,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Republic of Congo (Brazzaville),,
SEFYD (远东木业刚果（布）有限公司),Jul-20,5.4,3.87,6.49,13.04,7.81,0,10.57,8.03,2.54,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Republic of Congo (Brazzaville),,
SEFYD (远东木业刚果（布）有限公司),Jul-19,7.8,9.15,7.5,5.41,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Republic of Congo (Brazzaville),,
Shandong Chenming Paper Holdings Ltd,Aug-23,12.4,9.02,15,16.67,14.1,18.35,3.63,2.42,0,1.21,8.3,14.6,0,11.5,18.2,2.2,4.4,21,18.8,28.6,,"Zhanjiang Chenming Pulp & Paper Co., Ltd. Jiangxi Chenming Paper Co., Ltd. Huanggang Chenming Pulp & Paper Co., Ltd. Jilin Chenming Paper Co., Ltd. Shouguang Meilun Paper Co., Ltd.",000488 CH Equity,1812.HK,,,"China (Shandong, Guangdong, Hubei, Jiangxi, Jilin)",https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0629/2021062900293.pdf,2020
Shandong Chenming Paper Holdings Ltd,Aug-22,14.5,10.88,17.79,21.15,19.74,18.59,6.05,4.84,0,1.21,-,-,-,-,-,-,-,-,-,-,,"Zhanjiang Chenming Pulp & Paper Co., Ltd. Jiangxi Chenming Paper Co., Ltd. Huanggang Chenming Pulp & Paper Co., Ltd. Jilin Chenming Paper Co., Ltd. Shouguang Meilun Paper Co., Ltd.",000488 CH Equity,1812.HK,,,"China (Shandong, Guangdong, Hubei, Jiangxi, Jilin)",https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0629/2021062900293.pdf,2020
Shandong Chenming Paper Holdings Ltd,Jun-21,19.3,14.37,23.27,22.44,23.68,26.32,7.33,7.33,0,0,-,-,-,-,-,-,-,-,-,-,,"Zhanjiang Chenming Pulp & Paper Co., Ltd. Jiangxi Chenming Paper Co., Ltd. Huanggang Chenming Pulp & Paper Co., Ltd. Jilin Chenming Paper Co., Ltd. Shouguang Meilun Paper Co., Ltd.",000488 CH Equity,1812.HK,,,"China (Shandong, Guangdong, Hubei, Jiangxi, Jilin)",https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0629/2021062900293.pdf,2020
Shandong Chenming Paper Holdings Ltd,Jul-20,17.3,12.7,20.3,16.03,17.11,24.34,7.89,7.89,0,0,-,-,-,-,-,-,-,-,-,-,,"Zhanjiang Chenming Pulp & Paper Co., Ltd. Jiangxi Chenming Paper Co., Ltd. Huanggang Chenming Pulp & Paper Co., Ltd. Jilin Chenming Paper Co., Ltd. Shouguang Meilun Paper Co., Ltd.",000488 CH Equity,1812.HK,,,"China (Shandong, Guangdong, Hubei, Jiangxi, Jilin)",https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0629/2021062900293.pdf,2020
Shandong Longsheng Import And Export,Aug-23,5.3,3.93,6.86,6.38,2.38,10.76,1.06,0,0,1.06,0,6.7,0,7.7,8.3,0,0,10.9,6.3,5.6,,,Private company,Private company,,,"Gabon, China",,
Shandong Longsheng Import And Export,Aug-22,0.5,0.72,0.89,2.13,2.44,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,"Gabon, China",,
Shandong Longsheng Import And Export,Jun-21,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,"Gabon, China",,
Shandong Longsheng Import And Export,Jul-20,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,"Gabon, China",,
Shandong Longsheng Import And Export,Jul-19,1.4,1.88,1.95,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,"Gabon, China",,
Shanghai Sen Lian Timber Industrial Development,Aug-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bailian Group,Sen Yuan Timber,Private company,Private company,,,China,,
Shanghai Sen Lian Timber Industrial Development,Aug-22,1.4,2.42,2.05,5,6.25,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Bailian Group,Sen Yuan Timber,Private company,Private company,,,China,,
Shanghai Sen Lian Timber Industrial Development,Jun-21,2.4,4.03,3.52,6.67,10.42,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Bailian Group,Sen Yuan Timber,Private company,Private company,,,China,,
Shanghai Sen Lian Timber Industrial Development,Jul-20,2.5,4.1,3.57,7.14,11.36,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Bailian Group,Sen Yuan Timber,Private company,Private company,,,China,,
Shanghai Sen Lian Timber Industrial Development,Jul-19,2.1,3.49,3,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Bailian Group,Sen Yuan Timber,Private company,Private company,,,China,,
Shin Yang,Aug-23,17.6,18.06,20,11.54,14.47,13.64,25,6.03,3.88,15.09,8.3,27.1,0,17.3,20.5,17.4,21.9,21,6.3,7.1,Shin Yang Group of Companies,,Private company,Private company,,,Malaysia (Sarawak),,
Shin Yang,Aug-22,17,17.14,19.71,11.54,12.16,13.16,25,6.03,3.88,15.09,-,-,-,-,-,-,-,-,-,-,Shin Yang Group of Companies,,Private company,Private company,,,Malaysia (Sarawak),,
Shin Yang,Jun-21,24.1,22.08,25.99,10.9,9.46,30.41,25.46,7.41,1.39,16.67,-,-,-,-,-,-,-,-,-,-,Shin Yang Group of Companies,,Private company,Private company,,,Malaysia (Sarawak),,
Shin Yang,Jul-20,24.5,22.27,26.25,11.49,10,30.41,25.94,5.19,9.91,10.85,-,-,-,-,-,-,-,-,-,-,Shin Yang Group of Companies,,Private company,Private company,,,Malaysia (Sarawak),,
Shin Yang,Jul-19,18.6,16.11,18.52,5.41,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Shin Yang Group of Companies,,Private company,Private company,,,Malaysia (Sarawak),,
Shin Yang,Jul-18,22.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Shin Yang Group of Companies,,Private company,Private company,,,Malaysia (Sarawak),,
SIFCO (Société industrièlle et forestière du Congo),Aug-23,0.9,1.07,1.33,0.53,3.57,0,0.35,0,0.35,0,0,5,0,0,0,0,0,0,0,2.8,,,Private company,Private company,,,Tala-Tala (Sangha),,
SIFCO (Société industrièlle et forestière du Congo),Aug-22,1,1.09,1.34,0.96,3.66,0,0.63,0,0.63,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Tala-Tala (Sangha),,
SIFCO (Société industrièlle et forestière du Congo),Jun-21,1.2,0.81,0.94,2.13,2.7,0,1.61,0,1.61,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Tala-Tala (Sangha),,
SIFCO (Société industrièlle et forestière du Congo),Jul-20,1.8,0.76,2.14,5.08,2.63,0,3.39,3.39,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Tala-Tala (Sangha),,
SIFCO (Société industrièlle et forestière du Congo),Jul-19,0.7,1,1.14,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Tala-Tala (Sangha),,
SIPAM,Aug-23,1,1.43,1.77,1.06,4.76,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,,,Private company,Private company,,,"Republic of Congo (Loumongo, Mapati)",,
SIPAM,Aug-22,0.8,1.19,1.39,1.09,4.05,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,"Republic of Congo (Loumongo, Mapati)",,
SIPAM,Jun-21,0.8,1.13,1.39,1.09,3.66,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,"Republic of Congo (Loumongo, Mapati)",,
SIPAM,Jul-20,0.8,1.13,1.38,1.06,3.66,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,"Republic of Congo (Loumongo, Mapati)",,
SIPAM,Jul-19,1.1,1.53,1.74,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,"Republic of Congo (Loumongo, Mapati)",,
SLJ Global,Aug-23,29.1,27.36,36.18,34.83,32.35,26.03,31.06,8.18,4.91,17.96,33.3,47.6,28.7,20.6,25,11.7,29.1,35.6,18.8,28.6,,PT. Karya Wijaya Sukses PT. Essam Timber PT. Kalimantan Powerindo PT. Suli Into Resource,SULI IJ Equity,SULI.BE,,,"North Kalimantan, East Kalimantan",https://suli-ar.s3.ap-southeast-1.amazonaws.com/SULI_AR_SR2021.pdf,2021
SLJ Global,Aug-22,20.6,16.53,24.28,15.41,21.62,17.76,23.54,0.88,5.17,17.48,-,-,-,-,-,-,-,-,-,-,,PT. Karya Wijaya Sukses PT. Essam Timber PT. Kalimantan Powerindo PT. Suli Into Resource,SULI IJ Equity,SULI.BE,,,"North Kalimantan, East Kalimantan",https://suli-ar.s3.ap-southeast-1.amazonaws.com/SULI_AR_SR2021.pdf,2021
SLJ Global,Jun-21,26.4,20.79,31.06,17.54,22.22,29.86,24.5,1.13,0,23.37,-,-,-,-,-,-,-,-,-,-,,PT. Karya Wijaya Sukses PT. Essam Timber PT. Kalimantan Powerindo PT. Suli Into Resource,SULI IJ Equity,SULI.BE,,,"North Kalimantan, East Kalimantan",https://suli-ar.s3.ap-southeast-1.amazonaws.com/SULI_AR_SR2021.pdf,2021
SLJ Global,Jul-20,17,13.22,20.78,11.72,16.67,26.39,4.06,2.1,0,1.96,-,-,-,-,-,-,-,-,-,-,,PT. Karya Wijaya Sukses PT. Essam Timber PT. Kalimantan Powerindo PT. Suli Into Resource,SULI IJ Equity,SULI.BE,,,"North Kalimantan, East Kalimantan",https://suli-ar.s3.ap-southeast-1.amazonaws.com/SULI_AR_SR2021.pdf,2021
SLJ Global,Jul-19,15.4,9.26,18.99,7.69,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,PT. Karya Wijaya Sukses PT. Essam Timber PT. Kalimantan Powerindo PT. Suli Into Resource,SULI IJ Equity,SULI.BE,,,"North Kalimantan, East Kalimantan",https://suli-ar.s3.ap-southeast-1.amazonaws.com/SULI_AR_SR2021.pdf,2021
SLJ Global,Jul-18,17.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,PT. Karya Wijaya Sukses PT. Essam Timber PT. Kalimantan Powerindo PT. Suli Into Resource,SULI IJ Equity,SULI.BE,,,"North Kalimantan, East Kalimantan",https://suli-ar.s3.ap-southeast-1.amazonaws.com/SULI_AR_SR2021.pdf,2021
SLJ Global,Nov-17,16.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,PT. Karya Wijaya Sukses PT. Essam Timber PT. Kalimantan Powerindo PT. Suli Into Resource,SULI IJ Equity,SULI.BE,,,"North Kalimantan, East Kalimantan",https://suli-ar.s3.ap-southeast-1.amazonaws.com/SULI_AR_SR2021.pdf,2021
Societe de Transformation du Bois de la Kadey (STBK),Aug-23,0.8,0.71,0.88,1.06,2.38,0,0.7,0,0.7,0,0,3.3,0,0,0,0,0,0,0,5.6,,,Private company,Private company,,,Cameroon (Boumba et Ngoko),,
Societe de Transformation du Bois de la Kadey (STBK),Aug-22,0.8,0.72,0.89,1.06,2.44,0,0.7,0,0.7,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Cameroon (Boumba et Ngoko),,
Société Industrielle de Mbang,Aug-23,3.1,3.99,4.52,7.45,10,0,2.73,0,2.73,0,6.3,14.7,0,0,3.7,0,0,0,0,5.6,,,Private company,Private company,,,Central and East Cameroon.,,
Société Industrielle de Mbang,Aug-22,3.1,4.06,4.57,7.45,10.29,0,2.73,0,2.73,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Central and East Cameroon.,,
Société Industrielle de Mbang,Jun-21,3.2,4.17,4.7,7.78,10.94,0,2.87,0,2.87,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Central and East Cameroon.,,
Société Industrielle de Mbang,Jul-20,3.2,4.2,4.65,7.6,10.61,0,2.91,1.66,1.25,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Central and East Cameroon.,,
Société Industrielle de Mbang,Jul-19,3.9,4.27,4.38,2.63,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Central and East Cameroon.,,
Société Industrielle de Mbang,Jul-18,1.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Central and East Cameroon.,,
SOFIA,Aug-23,0.8,1.07,1.33,0,3.57,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,,Private company,Private company,,,Republic of Congo (Plateaux),,
SOFIA,Aug-22,0.5,0.73,0.9,0,2.44,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Republic of Congo (Plateaux),,
SOFIA,Jun-21,0.5,0.75,0.92,0,2.44,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Republic of Congo (Plateaux),,
SOFIA,Jul-20,0.6,0.75,0.93,0,2.56,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Republic of Congo (Plateaux),,
SOFIA,Jul-19,0.7,1,1.14,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,Republic of Congo (Plateaux),,
SOMIVAB,Aug-23,8.8,8.17,12.27,9,8.82,13.77,3.34,0,2.17,1.17,10.4,16.7,7.1,8.3,12.5,0,0,12.2,6.3,5.6,,,Private company,Private company,,,"Gabon (Ogooué-Ivindo, Estuaire)",,
SOMIVAB,Aug-22,7.3,5.97,9.8,7.61,3.03,13.97,2.34,0,1.17,1.17,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,"Gabon (Ogooué-Ivindo, Estuaire)",,
SOMIVAB,Jun-21,11.7,8.88,15.43,8.33,3.23,23.48,1.89,0,1.89,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,"Gabon (Ogooué-Ivindo, Estuaire)",,
SOMIVAB,Jul-20,11.7,8.96,15.43,8.33,3.23,23.48,1.92,0,1.92,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,"Gabon (Ogooué-Ivindo, Estuaire)",,
SOMIVAB,Jul-19,11.8,9.38,14.29,2.78,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,Private company,Private company,,,"Gabon (Ogooué-Ivindo, Estuaire)",,
Sumec International Technology Trade,Aug-23,5.7,2.08,7.87,5.17,0,8.89,3.75,0,0,3.75,0,11.1,0,0,0,0,0,13.5,0,7.1,"SUMEC GROUP, China National Machinery Industry Corporation (SINOMACH)",,Private company,Private company,,,Global,,
Sumec International Technology Trade,Aug-22,5.5,3.19,7.41,6.9,0,10.23,0,0,0,0,-,-,-,-,-,-,-,-,-,-,"SUMEC GROUP, China National Machinery Industry Corporation (SINOMACH)",,Private company,Private company,,,Global,,
Sumec International Technology Trade,Jun-21,14.4,10.64,16.35,3.45,0,26.74,0,0,0,0,-,-,-,-,-,-,-,-,-,-,"SUMEC GROUP, China National Machinery Industry Corporation (SINOMACH)",,Private company,Private company,,,Global,,
Sumec International Technology Trade,Jul-20,14.7,11.11,16.67,3.45,0,26.74,0,0,0,0,-,-,-,-,-,-,-,-,-,-,"SUMEC GROUP, China National Machinery Industry Corporation (SINOMACH)",,Private company,Private company,,,Global,,
Sumec International Technology Trade,Jul-19,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,"SUMEC GROUP, China National Machinery Industry Corporation (SINOMACH)",,Private company,Private company,,,Global,,
Sumitomo Forestry,Aug-23,44.4,36.15,49.7,59.38,46.05,41.56,46.97,8.78,15.21,22.98,93.8,40.6,12.9,31.5,22.7,26.9,40.8,60.7,50,67.9,Sumitomo Forestry Co Ltd,"PT. Kutai Timber Indonesia, Nelson Pine Industries Ltd., Sumitomo Forestry (Singapore) Ltd., Open Bay Timber, Tasman Pine Forests Ltd",1911 JP Equity,1911.T,,,"Japan, Indonesia, Papua New Guinea, New Zealand",https://sfc.jp/english/sustainability/pdf/pdf/2022_report_en.pdf,2022
Sumitomo Forestry,Aug-22,43.8,34.97,48.29,60.07,41.89,43.42,45.63,7.2,16.81,21.62,-,-,-,-,-,-,-,-,-,-,Sumitomo Forestry Co Ltd,"PT. Kutai Timber Indonesia, Nelson Pine Industries Ltd., Sumitomo Forestry (Singapore) Ltd., Open Bay Timber, Tasman Pine Forests Ltd",1911 JP Equity,1911.T,,,"Japan, Indonesia, Papua New Guinea, New Zealand",https://sfc.jp/english/sustainability/pdf/pdf/2022_report_en.pdf,2022
Sumitomo Forestry,Jun-21,47.4,38.79,51.32,59.54,40.54,52.7,44.87,16.61,11.57,16.69,-,-,-,-,-,-,-,-,-,-,Sumitomo Forestry Co Ltd,"PT. Kutai Timber Indonesia, Nelson Pine Industries Ltd., Sumitomo Forestry (Singapore) Ltd., Open Bay Timber, Tasman Pine Forests Ltd",1911 JP Equity,1911.T,,,"Japan, Indonesia, Papua New Guinea, New Zealand",https://sfc.jp/english/sustainability/pdf/pdf/2022_report_en.pdf,2022
Sumitomo Forestry,Jul-20,48.1,39.26,52.13,57.61,41.89,52.03,47.03,15.51,13.68,17.85,-,-,-,-,-,-,-,-,-,-,Sumitomo Forestry Co Ltd,"PT. Kutai Timber Indonesia, Nelson Pine Industries Ltd., Sumitomo Forestry (Singapore) Ltd., Open Bay Timber, Tasman Pine Forests Ltd",1911 JP Equity,1911.T,,,"Japan, Indonesia, Papua New Guinea, New Zealand",https://sfc.jp/english/sustainability/pdf/pdf/2022_report_en.pdf,2022
Sumitomo Forestry,Jul-19,41.3,34.66,41.36,51.28,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Sumitomo Forestry Co Ltd,"PT. Kutai Timber Indonesia, Nelson Pine Industries Ltd., Sumitomo Forestry (Singapore) Ltd., Open Bay Timber, Tasman Pine Forests Ltd",1911 JP Equity,1911.T,,,"Japan, Indonesia, Papua New Guinea, New Zealand",https://sfc.jp/english/sustainability/pdf/pdf/2022_report_en.pdf,2022
Sumitomo Forestry,Jul-18,39.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Sumitomo Forestry Co Ltd,"PT. Kutai Timber Indonesia, Nelson Pine Industries Ltd., Sumitomo Forestry (Singapore) Ltd., Open Bay Timber, Tasman Pine Forests Ltd",1911 JP Equity,1911.T,,,"Japan, Indonesia, Papua New Guinea, New Zealand",https://sfc.jp/english/sustainability/pdf/pdf/2022_report_en.pdf,2022
Sumitomo Forestry,Nov-17,41,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Sumitomo Forestry Co Ltd,"PT. Kutai Timber Indonesia, Nelson Pine Industries Ltd., Sumitomo Forestry (Singapore) Ltd., Open Bay Timber, Tasman Pine Forests Ltd",1911 JP Equity,1911.T,,,"Japan, Indonesia, Papua New Guinea, New Zealand",https://sfc.jp/english/sustainability/pdf/pdf/2022_report_en.pdf,2022
Suzano SA,Aug-23,55.4,48.25,60.59,72.51,61.84,38.82,72.42,15.75,30.97,25.7,85.4,60.9,50.3,35.3,29.6,39.3,51.6,69.9,53.1,92.9,Suzano Holding SA,Veracel,SUZB5 BZ Equity,SUZB3.SA,,,"Brazil (São Paulo, Bahia, Espírito Santo, Maranhão, Mato Grosso do Sul, Minas Gerais)",https://s201.q4cdn.com/761980458/files/doc_news/2023/04/RelatorioSustentabilidade/RA-Suzano-2022-Informa%C3%A7%C3%B5es-Complementares-EN.pdf,2022
Suzano SA,Aug-22,51.9,45.37,54.85,61.38,59.46,39.33,63,25.32,12.5,25.18,-,-,-,-,-,-,-,-,-,-,Suzano Holding SA,Veracel,SUZB5 BZ Equity,SUZB3.SA,,,"Brazil (São Paulo, Bahia, Espírito Santo, Maranhão, Mato Grosso do Sul, Minas Gerais)",https://s201.q4cdn.com/761980458/files/doc_news/2023/04/RelatorioSustentabilidade/RA-Suzano-2022-Informa%C3%A7%C3%B5es-Complementares-EN.pdf,2022
Suzano SA,Jun-21,53.6,48.83,56.29,60.23,59.46,43.15,63.32,24.54,16.07,22.71,-,-,-,-,-,-,-,-,-,-,Suzano Holding SA,Veracel,SUZB5 BZ Equity,SUZB3.SA,,,"Brazil (São Paulo, Bahia, Espírito Santo, Maranhão, Mato Grosso do Sul, Minas Gerais)",https://s201.q4cdn.com/761980458/files/doc_news/2023/04/RelatorioSustentabilidade/RA-Suzano-2022-Informa%C3%A7%C3%B5es-Complementares-EN.pdf,2022
Suzano SA,Jul-20,51.9,47,53.81,58.96,54.17,41.78,64.05,32.4,7.41,24.24,-,-,-,-,-,-,-,-,-,-,Suzano Holding SA,Veracel,SUZB5 BZ Equity,SUZB3.SA,,,"Brazil (São Paulo, Bahia, Espírito Santo, Maranhão, Mato Grosso do Sul, Minas Gerais)",https://s201.q4cdn.com/761980458/files/doc_news/2023/04/RelatorioSustentabilidade/RA-Suzano-2022-Informa%C3%A7%C3%B5es-Complementares-EN.pdf,2022
Suzano SA,Jul-19,52.1,48.26,51.28,35.9,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Suzano Holding SA,Veracel,SUZB5 BZ Equity,SUZB3.SA,,,"Brazil (São Paulo, Bahia, Espírito Santo, Maranhão, Mato Grosso do Sul, Minas Gerais)",https://s201.q4cdn.com/761980458/files/doc_news/2023/04/RelatorioSustentabilidade/RA-Suzano-2022-Informa%C3%A7%C3%B5es-Complementares-EN.pdf,2022
Suzano SA,Jul-18,64.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Suzano Holding SA,Veracel,SUZB5 BZ Equity,SUZB3.SA,,,"Brazil (São Paulo, Bahia, Espírito Santo, Maranhão, Mato Grosso do Sul, Minas Gerais)",https://s201.q4cdn.com/761980458/files/doc_news/2023/04/RelatorioSustentabilidade/RA-Suzano-2022-Informa%C3%A7%C3%B5es-Complementares-EN.pdf,2022
