Company,Date,total_score,env_score,soc_score,gov_score,orga_score,policy_score,practice_score,practice_self_score,practice_ext_score,practice_cert_score,sust_policy_score,landbank_score,cert_standards_score,def_biodiv_score,hcv_hcs_score,soils_fire_score,water_chemicals_score,community_land_labour_score,smallholders_suppliers_score,gov_grievance_score,Parent company,Subsidiaries,Bloomberg ticker,Thomson Reuters ticker,Sedol,RSPO Member,Location,Sustainability Report,SR Year
Hap Seng Plantations Holdings Bhd,Oct-19,65.7,63.02,65.6,63.44,74.24,58.9,69.15,14.75,15.61,38.79,-,-,-,-,-,-,-,-,-,-,Hap Seng Consolidated Bhd,,HAPL MK Equity,HAPP.KL,B28VNR6,Yes,Malaysia (Sabah),https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2021.pdf,2021
Hap Seng Plantations Holdings Bhd,Nov-18,74.4,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Hap Seng Consolidated Bhd,,HAPL MK Equity,HAPP.KL,B28VNR6,Yes,Malaysia (Sabah),https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2021.pdf,2021
Hap Seng Plantations Holdings Bhd,Nov-17,66.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Hap Seng Consolidated Bhd,,HAPL MK Equity,HAPP.KL,B28VNR6,Yes,Malaysia (Sabah),https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2021.pdf,2021
Hap Seng Plantations Holdings Bhd,Jun-17,64.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Hap Seng Consolidated Bhd,,HAPL MK Equity,HAPP.KL,B28VNR6,Yes,Malaysia (Sabah),https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2021.pdf,2021
Hap Seng Plantations Holdings Bhd,Oct-16,46.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Hap Seng Consolidated Bhd,,HAPL MK Equity,HAPP.KL,B28VNR6,Yes,Malaysia (Sabah),https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2021.pdf,2021
Hap Seng Plantations Holdings Bhd,May-16,46,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Hap Seng Consolidated Bhd,,HAPL MK Equity,HAPP.KL,B28VNR6,Yes,Malaysia (Sabah),https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2021.pdf,2021
Hap Seng Plantations Holdings Bhd,Oct-15,46,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Hap Seng Consolidated Bhd,,HAPL MK Equity,HAPP.KL,B28VNR6,Yes,Malaysia (Sabah),https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2021.pdf,2021
Hap Seng Plantations Holdings Bhd,Jul-15,39.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Hap Seng Consolidated Bhd,,HAPL MK Equity,HAPP.KL,B28VNR6,Yes,Malaysia (Sabah),https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2021.pdf,2021
Hap Seng Plantations Holdings Bhd,Apr-15,34.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Hap Seng Consolidated Bhd,,HAPL MK Equity,HAPP.KL,B28VNR6,Yes,Malaysia (Sabah),https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2021.pdf,2021
Hap Seng Plantations Holdings Bhd,Jan-15,34.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Hap Seng Consolidated Bhd,,HAPL MK Equity,HAPP.KL,B28VNR6,Yes,Malaysia (Sabah),https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2021.pdf,2021
Hap Seng Plantations Holdings Bhd,Oct-14,34.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Hap Seng Consolidated Bhd,,HAPL MK Equity,HAPP.KL,B28VNR6,Yes,Malaysia (Sabah),https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2021.pdf,2021
Hap Seng Plantations Holdings Bhd,Jun-14,32.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Hap Seng Consolidated Bhd,,HAPL MK Equity,HAPP.KL,B28VNR6,Yes,Malaysia (Sabah),https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2021.pdf,2021
IFFCO,Nov-22,43.9,39.3,45.09,45.3,33.33,68.37,18.08,5.26,10.18,2.63,40.6,53.3,73.1,43.8,58.3,42.9,22.7,54.4,9.4,64.3,,"IFFCO Singapore Pte. Ltd, PT. Synergy Oil Nusantara, IFFCO Egypt S.A.E and IFFCO Pakistan Pvt Limited.",3206913Z UH Equity,,,Yes,Global,,
IFFCO,Nov-21,33.2,29.93,30.63,41.58,21.05,48.96,19.05,6.24,10.14,2.68,-,-,-,-,-,-,-,-,-,-,,"IFFCO Singapore Pte. Ltd, PT. Synergy Oil Nusantara, IFFCO Egypt S.A.E and IFFCO Pakistan Pvt Limited.",3206913Z UH Equity,,,Yes,Global,,
IFFCO,Nov-20,24.7,24.97,21.89,38.76,21.05,33.67,14.81,4.92,7.43,2.46,-,-,-,-,-,-,-,-,-,-,,"IFFCO Singapore Pte. Ltd, PT. Synergy Oil Nusantara, IFFCO Egypt S.A.E and IFFCO Pakistan Pvt Limited.",3206913Z UH Equity,,,Yes,Global,,
Indofood Agri Resources Ltd,Nov-22,52.9,44.83,53.99,43.98,58.97,66.23,36,26.67,0,9.33,81.8,49.1,6.7,36.8,50,60,45,78.6,46.9,64.3,PT Indofood Sukses Makmur Tbk.,"Salim Ivomas Pratama Tbk PT (SIMP), London Sumatra PP Tbk PT (Lonsum)",IFAR SP Equity,IFAR.SI,,Terminated,"Indonesia (East Kalimantan, West Kalimantan, Central Kalimantan, South Sumatra, North Sumatra, Riau)",http://www.indofoodagri.com/misc/sr2021.pdf,2021
Indofood Agri Resources Ltd,Nov-21,53.8,46.33,56.14,39.62,56.58,65.79,40.33,26.67,4.33,9.33,-,-,-,-,-,-,-,-,-,-,PT Indofood Sukses Makmur Tbk.,"Salim Ivomas Pratama Tbk PT (SIMP), London Sumatra PP Tbk PT (Lonsum)",IFAR SP Equity,IFAR.SI,,Terminated,"Indonesia (East Kalimantan, West Kalimantan, Central Kalimantan, South Sumatra, North Sumatra, Riau)",http://www.indofoodagri.com/misc/sr2021.pdf,2021
Indofood Agri Resources Ltd,Nov-20,55,47.32,56.84,37.02,56.58,69.74,38.7,23.63,5.48,9.59,-,-,-,-,-,-,-,-,-,-,PT Indofood Sukses Makmur Tbk.,"Salim Ivomas Pratama Tbk PT (SIMP), London Sumatra PP Tbk PT (Lonsum)",IFAR SP Equity,IFAR.SI,,Terminated,"Indonesia (East Kalimantan, West Kalimantan, Central Kalimantan, South Sumatra, North Sumatra, Riau)",http://www.indofoodagri.com/misc/sr2021.pdf,2021
Indofood Agri Resources Ltd,Oct-19,51.1,48.02,50,36.32,58.97,65.82,32.59,28.48,4.11,0,-,-,-,-,-,-,-,-,-,-,PT Indofood Sukses Makmur Tbk.,"Salim Ivomas Pratama Tbk PT (SIMP), London Sumatra PP Tbk PT (Lonsum)",IFAR SP Equity,IFAR.SI,,Terminated,"Indonesia (East Kalimantan, West Kalimantan, Central Kalimantan, South Sumatra, North Sumatra, Riau)",http://www.indofoodagri.com/misc/sr2021.pdf,2021
Indofood Agri Resources Ltd,Nov-18,69.8,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,PT Indofood Sukses Makmur Tbk.,"Salim Ivomas Pratama Tbk PT (SIMP), London Sumatra PP Tbk PT (Lonsum)",IFAR SP Equity,IFAR.SI,,Terminated,"Indonesia (East Kalimantan, West Kalimantan, Central Kalimantan, South Sumatra, North Sumatra, Riau)",http://www.indofoodagri.com/misc/sr2021.pdf,2021
Indofood Agri Resources Ltd,Nov-17,68.8,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,PT Indofood Sukses Makmur Tbk.,"Salim Ivomas Pratama Tbk PT (SIMP), London Sumatra PP Tbk PT (Lonsum)",IFAR SP Equity,IFAR.SI,,Terminated,"Indonesia (East Kalimantan, West Kalimantan, Central Kalimantan, South Sumatra, North Sumatra, Riau)",http://www.indofoodagri.com/misc/sr2021.pdf,2021
Indofood Agri Resources Ltd,Jun-17,67.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,PT Indofood Sukses Makmur Tbk.,"Salim Ivomas Pratama Tbk PT (SIMP), London Sumatra PP Tbk PT (Lonsum)",IFAR SP Equity,IFAR.SI,,Terminated,"Indonesia (East Kalimantan, West Kalimantan, Central Kalimantan, South Sumatra, North Sumatra, Riau)",http://www.indofoodagri.com/misc/sr2021.pdf,2021
IOI Corporation Bhd,Nov-22,79.7,76.18,78.96,69.62,76.25,83.12,77.95,34.87,22.09,18.36,93.2,67.2,70.6,61.1,93.3,88.5,87.6,92.1,57.8,85.7,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,Nov-21,76.4,72.17,76.15,68.76,70.51,82.24,73.55,17.99,15.79,38.46,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,Nov-20,77.1,72.68,78.39,71.23,73.68,84.87,70.88,16.55,36.49,17.84,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,Oct-19,71.9,69.51,72.42,71.5,73.08,78.48,64.72,11.85,28.24,24.64,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,Nov-18,78.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,Nov-17,74.8,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,Jun-17,65.5,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,Oct-16,55.9,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,May-16,37.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,Oct-15,56.9,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,Jul-15,54,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,Apr-15,54,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,Jan-15,52,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,Oct-14,52,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
IOI Corporation Bhd,Jun-14,38.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,IOI Oleochemical,IOI MK Equity,IOIB.KL,B1Y3WG1,Yes,"Malaysia (Johor, Malacca, Negeri Sembilan, Pahang, Sabah and Sarawak) and Indonesia (West Kalimantan and Central Kalimantan).",https://www.ioigroup.com/Content/IR/PDF/SR/2021_SR.pdf,2021
Itochu Corporation,Nov-22,61,50.39,58.67,56.41,76.67,68.29,37.74,20.65,17.09,0,95,33.3,44.7,18.8,75,87.5,87.5,71.6,22.7,75,,,8001 JP Equity,8001.T,6467803,Yes,N/A,https://www.itochu.co.jp/en/csr/pdf/21fulle-all.pdf,2021
Itochu Corporation,Nov-21,61.2,49.89,60.28,52.88,75,68.29,40,23.7,16.3,0,-,-,-,-,-,-,-,-,-,-,,,8001 JP Equity,8001.T,6467803,Yes,N/A,https://www.itochu.co.jp/en/csr/pdf/21fulle-all.pdf,2021
Itochu Corporation,Nov-20,54.1,46,54.11,46.29,63.89,65.12,29.96,19.81,6.48,3.67,-,-,-,-,-,-,-,-,-,-,,,8001 JP Equity,8001.T,6467803,Yes,N/A,https://www.itochu.co.jp/en/csr/pdf/21fulle-all.pdf,2021
Itochu Corporation,Oct-19,52.3,45.49,50.12,46.11,60,62.5,32,10,5,17,-,-,-,-,-,-,-,-,-,-,,,8001 JP Equity,8001.T,6467803,Yes,N/A,https://www.itochu.co.jp/en/csr/pdf/21fulle-all.pdf,2021
Itochu Corporation,Nov-18,26.4,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,8001 JP Equity,8001.T,6467803,Yes,N/A,https://www.itochu.co.jp/en/csr/pdf/21fulle-all.pdf,2021
Kencana Agri Ltd,Nov-22,30,25,30.3,21.7,52.56,28.57,19.52,12.33,1.37,5.82,68.2,31.5,6.7,15.8,20,33.8,30.2,44.3,14.1,28.6,Kencana Holdings Pte Ltd,"Sawindo Agri Pte. Ltd., PT Sawit Permai Lestari, Kencana Plantations Pte. Ltd., PT Wira Palm Mandiri",KAGR SP Equity,KCAL.SI,,Resigned,"East Kalimantan, South Kalimantan, Gorontalo, Central Sulawesi, Belitung and Bangka Islands",https://kencana.listedcompany.com/newsroom/Kencana_Agri_SR_2021.pdf,2021
Kencana Agri Ltd,Nov-21,30.2,25.53,29.91,18.27,48.68,29.61,21.23,14.04,1.37,5.82,-,-,-,-,-,-,-,-,-,-,Kencana Holdings Pte Ltd,"Sawindo Agri Pte. Ltd., PT Sawit Permai Lestari, Kencana Plantations Pte. Ltd., PT Wira Palm Mandiri",KAGR SP Equity,KCAL.SI,,Resigned,"East Kalimantan, South Kalimantan, Gorontalo, Central Sulawesi, Belitung and Bangka Islands",https://kencana.listedcompany.com/newsroom/Kencana_Agri_SR_2021.pdf,2021
Kencana Agri Ltd,Nov-20,30.7,26.09,29.53,19.61,46.05,31.58,21.48,14.08,1.41,5.99,-,-,-,-,-,-,-,-,-,-,Kencana Holdings Pte Ltd,"Sawindo Agri Pte. Ltd., PT Sawit Permai Lestari, Kencana Plantations Pte. Ltd., PT Wira Palm Mandiri",KAGR SP Equity,KCAL.SI,,Resigned,"East Kalimantan, South Kalimantan, Gorontalo, Central Sulawesi, Belitung and Bangka Islands",https://kencana.listedcompany.com/newsroom/Kencana_Agri_SR_2021.pdf,2021
Kencana Agri Ltd,Oct-19,29.6,25.18,27.69,18.75,43.59,34.18,17.95,15.71,2.24,0,-,-,-,-,-,-,-,-,-,-,Kencana Holdings Pte Ltd,"Sawindo Agri Pte. Ltd., PT Sawit Permai Lestari, Kencana Plantations Pte. Ltd., PT Wira Palm Mandiri",KAGR SP Equity,KCAL.SI,,Resigned,"East Kalimantan, South Kalimantan, Gorontalo, Central Sulawesi, Belitung and Bangka Islands",https://kencana.listedcompany.com/newsroom/Kencana_Agri_SR_2021.pdf,2021
Kencana Agri Ltd,Nov-18,35.5,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Kencana Holdings Pte Ltd,"Sawindo Agri Pte. Ltd., PT Sawit Permai Lestari, Kencana Plantations Pte. Ltd., PT Wira Palm Mandiri",KAGR SP Equity,KCAL.SI,,Resigned,"East Kalimantan, South Kalimantan, Gorontalo, Central Sulawesi, Belitung and Bangka Islands",https://kencana.listedcompany.com/newsroom/Kencana_Agri_SR_2021.pdf,2021
Kencana Agri Ltd,Nov-17,43.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Kencana Holdings Pte Ltd,"Sawindo Agri Pte. Ltd., PT Sawit Permai Lestari, Kencana Plantations Pte. Ltd., PT Wira Palm Mandiri",KAGR SP Equity,KCAL.SI,,Resigned,"East Kalimantan, South Kalimantan, Gorontalo, Central Sulawesi, Belitung and Bangka Islands",https://kencana.listedcompany.com/newsroom/Kencana_Agri_SR_2021.pdf,2021
Kencana Agri Ltd,Jun-17,43.5,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Kencana Holdings Pte Ltd,"Sawindo Agri Pte. Ltd., PT Sawit Permai Lestari, Kencana Plantations Pte. Ltd., PT Wira Palm Mandiri",KAGR SP Equity,KCAL.SI,,Resigned,"East Kalimantan, South Kalimantan, Gorontalo, Central Sulawesi, Belitung and Bangka Islands",https://kencana.listedcompany.com/newsroom/Kencana_Agri_SR_2021.pdf,2021
Kencana Agri Ltd,Oct-16,27.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Kencana Holdings Pte Ltd,"Sawindo Agri Pte. Ltd., PT Sawit Permai Lestari, Kencana Plantations Pte. Ltd., PT Wira Palm Mandiri",KAGR SP Equity,KCAL.SI,,Resigned,"East Kalimantan, South Kalimantan, Gorontalo, Central Sulawesi, Belitung and Bangka Islands",https://kencana.listedcompany.com/newsroom/Kencana_Agri_SR_2021.pdf,2021
Kencana Agri Ltd,May-16,22.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Kencana Holdings Pte Ltd,"Sawindo Agri Pte. Ltd., PT Sawit Permai Lestari, Kencana Plantations Pte. Ltd., PT Wira Palm Mandiri",KAGR SP Equity,KCAL.SI,,Resigned,"East Kalimantan, South Kalimantan, Gorontalo, Central Sulawesi, Belitung and Bangka Islands",https://kencana.listedcompany.com/newsroom/Kencana_Agri_SR_2021.pdf,2021
Kencana Agri Ltd,Oct-15,16,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Kencana Holdings Pte Ltd,"Sawindo Agri Pte. Ltd., PT Sawit Permai Lestari, Kencana Plantations Pte. Ltd., PT Wira Palm Mandiri",KAGR SP Equity,KCAL.SI,,Resigned,"East Kalimantan, South Kalimantan, Gorontalo, Central Sulawesi, Belitung and Bangka Islands",https://kencana.listedcompany.com/newsroom/Kencana_Agri_SR_2021.pdf,2021
Kharisma Pemasaran Bersama Nusantara PT (PT. KPBN),Nov-22,3.2,4.18,4.44,7.18,7.89,0,4.81,0,4.81,0,5,0,38.3,0,0,0,0,0,0,0,Nusantara Plantations Holding Company,,Private,,,No,Global,,
Kharisma Pemasaran Bersama Nusantara PT (PT. KPBN),Nov-21,3.2,4.26,4.52,7.37,8.33,0,4.81,1.11,3.7,0,-,-,-,-,-,-,-,-,-,-,Nusantara Plantations Holding Company,,Private,,,No,Global,,
Kharisma Pemasaran Bersama Nusantara PT (PT. KPBN),Nov-20,4.7,3.87,4.9,10.76,16.67,0,4.04,0.33,3.7,0,-,-,-,-,-,-,-,-,-,-,Nusantara Plantations Holding Company,,Private,,,No,Global,,
Kharisma Pemasaran Bersama Nusantara PT (PT. KPBN),Oct-19,3.6,3.55,3.51,9.55,14.71,2,0.37,0,0.37,0,-,-,-,-,-,-,-,-,-,-,Nusantara Plantations Holding Company,,Private,,,No,Global,,
KPN Plantation (previously GAMA Plantation),Nov-22,37.4,38.62,33.56,24.46,42.42,47.37,23.91,14.86,1.45,7.61,38.9,47.2,10,54,36.7,51.3,35.4,36.4,23.4,28.6,,"PT. Agri Sentosa Gandadigo
PT. Agro Alam Nusantara
PT. Alam Jaya Persada
PT. Berkat Sawit Utama
PT. Bumi Alam Sentosa
PT. Citra Mahkota
PT. Citra Riau Sarana
PT. Ganda Sawit Utama
PT. Graha Agro Nusantara
PT. Indo Kebun Unggul
PT. Intitama Berlian Perkebunan
PT. Jatim Jaya Perkasa
PT. Karya Agung Megah Utama
PT. Nusa Jaya Perkasa
PT. Patiware
PT. Perkebunan Anak Negeri Pasaman
PT. Putra Lirik Domas
PT. Sawit Unggul Agro Niaga
PT. Sentosa Asih Makmur
PT. Sumatera Unggul Makmur
PT. Swadaya Indopalma
PT. TH Indo Plantation
PT. Tritunggal Sentra Buana
PT. Wahana Karya Sejahtera Mandiri
PT. Wawasan Kebun Nusantara
PT. Agrinusa Persada Mulia
PT. Agriprima Cipta Persada",Private,,,No,"Indonesia (Riau, Jambi, South Sumatra, West Kalimantan, East Kalimantan, West Sulawesi and Merauke Papua)",http://kpnplantation.com/assets/gama-files/pressrelease/20210315_KPN_Plantation_3rd_Progress_Report1.pdf,2020
KPN Plantation (previously GAMA Plantation),Nov-21,23.3,23.96,19.07,13.73,16.22,37.5,12.33,7,1.33,4,-,-,-,-,-,-,-,-,-,-,,"PT. Agri Sentosa Gandadigo
PT. Agro Alam Nusantara
PT. Alam Jaya Persada
PT. Berkat Sawit Utama
PT. Bumi Alam Sentosa
PT. Citra Mahkota
PT. Citra Riau Sarana
PT. Ganda Sawit Utama
PT. Graha Agro Nusantara
PT. Indo Kebun Unggul
PT. Intitama Berlian Perkebunan
PT. Jatim Jaya Perkasa
PT. Karya Agung Megah Utama
PT. Nusa Jaya Perkasa
PT. Patiware
PT. Perkebunan Anak Negeri Pasaman
PT. Putra Lirik Domas
PT. Sawit Unggul Agro Niaga
PT. Sentosa Asih Makmur
PT. Sumatera Unggul Makmur
PT. Swadaya Indopalma
PT. TH Indo Plantation
PT. Tritunggal Sentra Buana
PT. Wahana Karya Sejahtera Mandiri
PT. Wawasan Kebun Nusantara
PT. Agrinusa Persada Mulia
PT. Agriprima Cipta Persada",Private,,,No,"Indonesia (Riau, Jambi, South Sumatra, West Kalimantan, East Kalimantan, West Sulawesi and Merauke Papua)",http://kpnplantation.com/assets/gama-files/pressrelease/20210315_KPN_Plantation_3rd_Progress_Report1.pdf,2020
KPN Plantation (previously GAMA Plantation),Nov-20,23.5,23.76,20.94,14,18.92,36.84,11.99,7.19,1.37,3.42,-,-,-,-,-,-,-,-,-,-,,"PT. Agri Sentosa Gandadigo
PT. Agro Alam Nusantara
PT. Alam Jaya Persada
PT. Berkat Sawit Utama
PT. Bumi Alam Sentosa
PT. Citra Mahkota
PT. Citra Riau Sarana
PT. Ganda Sawit Utama
PT. Graha Agro Nusantara
PT. Indo Kebun Unggul
PT. Intitama Berlian Perkebunan
PT. Jatim Jaya Perkasa
PT. Karya Agung Megah Utama
PT. Nusa Jaya Perkasa
PT. Patiware
PT. Perkebunan Anak Negeri Pasaman
PT. Putra Lirik Domas
PT. Sawit Unggul Agro Niaga
PT. Sentosa Asih Makmur
PT. Sumatera Unggul Makmur
PT. Swadaya Indopalma
PT. TH Indo Plantation
PT. Tritunggal Sentra Buana
PT. Wahana Karya Sejahtera Mandiri
PT. Wawasan Kebun Nusantara
PT. Agrinusa Persada Mulia
PT. Agriprima Cipta Persada",Private,,,No,"Indonesia (Riau, Jambi, South Sumatra, West Kalimantan, East Kalimantan, West Sulawesi and Merauke Papua)",http://kpnplantation.com/assets/gama-files/pressrelease/20210315_KPN_Plantation_3rd_Progress_Report1.pdf,2020
KPN Plantation (previously GAMA Plantation),Oct-19,19.3,20.18,15.65,9.8,18.42,34.81,4.11,4.11,0,0,-,-,-,-,-,-,-,-,-,-,,"PT. Agri Sentosa Gandadigo
PT. Agro Alam Nusantara
PT. Alam Jaya Persada
PT. Berkat Sawit Utama
PT. Bumi Alam Sentosa
PT. Citra Mahkota
PT. Citra Riau Sarana
PT. Ganda Sawit Utama
PT. Graha Agro Nusantara
PT. Indo Kebun Unggul
PT. Intitama Berlian Perkebunan
PT. Jatim Jaya Perkasa
PT. Karya Agung Megah Utama
PT. Nusa Jaya Perkasa
PT. Patiware
PT. Perkebunan Anak Negeri Pasaman
PT. Putra Lirik Domas
PT. Sawit Unggul Agro Niaga
PT. Sentosa Asih Makmur
PT. Sumatera Unggul Makmur
PT. Swadaya Indopalma
PT. TH Indo Plantation
PT. Tritunggal Sentra Buana
PT. Wahana Karya Sejahtera Mandiri
PT. Wawasan Kebun Nusantara
PT. Agrinusa Persada Mulia
PT. Agriprima Cipta Persada",Private,,,No,"Indonesia (Riau, Jambi, South Sumatra, West Kalimantan, East Kalimantan, West Sulawesi and Merauke Papua)",http://kpnplantation.com/assets/gama-files/pressrelease/20210315_KPN_Plantation_3rd_Progress_Report1.pdf,2020
